ageType_ID,AgeType,Region,CD1,CD2,Other,All_data,CD1_100,CD2_100,Other_100,All_100,year,ID,Region_product
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-04-01,1113,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-05-01,1114,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-06-01,1115,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-07-01,1116,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-08-01,1117,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-09-01,1118,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-10-01,1119,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-11-01,1120,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-12-01,1121,Орловская_область
,,Орловская обл.,123.0,2038.0,12.0,2174.0,28.0,350.0,2.0,382.0,2022-02-01,1122,Орловская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-03-01,1123,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-04-01,1124,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-05-01,1125,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-06-01,1126,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-07-01,1127,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-08-01,1128,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-09-01,1129,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-10-01,1130,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-11-01,1131,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-12-01,1132,Пензенская_область
,,Пензенская обл.,200.0,3967.0,44.0,4213.0,49.0,369.0,4.0,423.0,2020-02-01,1133,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-03-01,1134,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-04-01,1135,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-05-01,1136,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-06-01,1137,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-07-01,1138,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-08-01,1139,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-09-01,1140,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-10-01,1141,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-11-01,1142,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-12-01,1143,Пензенская_область
,,Пензенская обл.,206.0,4161.0,55.0,4424.0,54.0,398.0,5.0,458.0,2022-02-01,1144,Пензенская_область
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-03-01,1145,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-04-01,1146,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-05-01,1147,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-06-01,1148,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-07-01,1149,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-08-01,1150,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-09-01,1151,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-10-01,1152,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-11-01,1153,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-12-01,1154,Пермский_край
,,Пермский край,385.0,7148.0,124.0,7660.0,46.0,355.0,6.0,409.0,2020-02-01,1155,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-03-01,1156,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-04-01,1157,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-05-01,1158,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-06-01,1159,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-07-01,1160,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-08-01,1161,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-09-01,1162,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-10-01,1163,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-11-01,1164,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-12-01,1165,Пермский_край
,,Пермский край,407.0,7487.0,146.0,8043.0,49.0,379.0,7.0,437.0,2022-02-01,1166,Пермский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-03-01,1167,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-04-01,1168,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-05-01,1169,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-06-01,1170,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-07-01,1171,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-08-01,1172,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-09-01,1173,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-10-01,1174,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-11-01,1175,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-12-01,1176,Приморский_край
,,Приморский край,257.0,3333.0,257.0,3850.0,41.0,219.0,16.0,278.0,2020-02-01,1177,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-03-01,1178,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-04-01,1179,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-05-01,1180,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-06-01,1181,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-07-01,1182,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-08-01,1183,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-09-01,1184,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-10-01,1185,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-11-01,1186,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-12-01,1187,Приморский_край
,,Приморский край,286.0,3465.0,262.0,4015.0,49.0,233.0,18.0,301.0,2022-02-01,1188,Приморский_край
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-03-01,1189,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-04-01,1190,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-05-01,1191,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-06-01,1192,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-07-01,1193,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-08-01,1194,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-09-01,1195,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-10-01,1196,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-11-01,1197,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-12-01,1198,Псковская_область
,,Псковская обл.,95.0,1136.0,7.0,1238.0,32.0,222.0,1.0,258.0,2020-02-01,1199,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-03-01,1200,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-04-01,1201,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-05-01,1202,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-06-01,1203,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-07-01,1204,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-08-01,1205,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-09-01,1206,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-10-01,1207,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-11-01,1208,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-12-01,1209,Псковская_область
,,Псковская обл.,96.0,1148.0,7.0,1252.0,34.0,230.0,1.0,267.0,2022-02-01,1210,Псковская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-03-01,1211,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-04-01,1212,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-05-01,1213,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-06-01,1214,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-07-01,1215,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-08-01,1216,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-09-01,1217,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-10-01,1218,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-11-01,1219,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-12-01,1220,Ростовская_область
,,Ростовская обл.,525.0,10437.0,42.0,11006.0,42.0,306.0,1.0,350.0,2020-02-01,1221,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-03-01,1222,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-04-01,1223,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-05-01,1224,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-06-01,1225,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-07-01,1226,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-08-01,1227,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-09-01,1228,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-10-01,1229,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-11-01,1230,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-12-01,1231,Ростовская_область
,,Ростовская обл.,555.0,10423.0,46.0,11025.0,46.0,310.0,1.0,358.0,2022-02-01,1232,Ростовская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-03-01,1233,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-04-01,1234,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-05-01,1235,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-06-01,1236,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-07-01,1237,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-08-01,1238,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-09-01,1239,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-10-01,1240,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-11-01,1241,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-12-01,1242,Рязанская_область
,,Рязанская обл.,172.0,2985.0,102.0,3261.0,45.0,328.0,11.0,385.0,2020-02-01,1243,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-03-01,1244,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-04-01,1245,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-05-01,1246,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-06-01,1247,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-07-01,1248,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-08-01,1249,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-09-01,1250,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-10-01,1251,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-11-01,1252,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-12-01,1253,Рязанская_область
,,Рязанская обл.,185.0,3186.0,94.0,3466.0,54.0,359.0,10.0,425.0,2022-02-01,1254,Рязанская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-03-01,1255,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-04-01,1256,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-05-01,1257,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-06-01,1258,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-07-01,1259,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-08-01,1260,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-09-01,1261,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-10-01,1262,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-11-01,1263,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-12-01,1264,Самарская_область
,,Самарская обл.,509.0,9307.0,66.0,9884.0,45.0,362.0,2.0,411.0,2020-02-01,1265,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-03-01,1266,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-04-01,1267,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-05-01,1268,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-06-01,1269,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-07-01,1270,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-08-01,1271,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-09-01,1272,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-10-01,1273,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-11-01,1274,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-12-01,1275,Самарская_область
,,Самарская обл.,605.0,9717.0,55.0,10380.0,60.0,386.0,2.0,450.0,2022-02-01,1276,Самарская_область
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-03-01,1277,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-04-01,1278,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-05-01,1279,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-06-01,1280,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-07-01,1281,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-08-01,1282,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-09-01,1283,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-10-01,1284,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-11-01,1285,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-12-01,1286,Санкт-Петербург
,,Санкт-Петербург г,1089.0,13054.0,333.0,14480.0,74.0,293.0,8.0,376.0,2020-02-01,1287,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-03-01,1288,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-04-01,1289,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-05-01,1290,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-06-01,1291,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-07-01,1292,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-08-01,1293,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-09-01,1294,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-10-01,1295,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-11-01,1296,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-12-01,1297,Санкт-Петербург
,,Санкт-Петербург г,983.0,11979.0,301.0,13266.0,56.0,272.0,6.0,338.0,2022-02-01,1298,Санкт-Петербург
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-03-01,1299,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-04-01,1300,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-05-01,1301,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-06-01,1302,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-07-01,1303,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-08-01,1304,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-09-01,1305,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-10-01,1306,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-11-01,1307,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-12-01,1308,Саратовская_область
,,Саратовская обл.,352.0,6872.0,10.0,7235.0,45.0,348.0,0.0,395.0,2020-02-01,1309,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-03-01,1310,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-04-01,1311,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-05-01,1312,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-06-01,1313,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-07-01,1314,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-08-01,1315,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-09-01,1316,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-10-01,1317,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-11-01,1318,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-12-01,1319,Саратовская_область
,,Саратовская обл.,363.0,7068.0,12.0,7445.0,53.0,369.0,0.0,423.0,2022-02-01,1320,Саратовская_область
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-03-01,1321,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-04-01,1322,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-05-01,1323,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-06-01,1324,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-07-01,1325,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-08-01,1326,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-09-01,1327,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-10-01,1328,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-11-01,1329,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-12-01,1330,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,78.0,1948.0,5.0,2033.0,15.0,275.0,0.0,293.0,2020-02-01,1331,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,80.0,2087.0,7.0,2176.0,17.0,287.0,1.0,307.0,2022-03-01,1332,Республика_Саха_(Якутия)
,,Саха /Якутия/ Респ.,80.0,2087.0,7.0,2176.0,17.0,287.0,1.0,307.0,2022-04-01,1333,Республика_Саха_(Якутия)
